,Year,Ethnicity,Gender,Protected_7,Protected_6,Protected_8,Athlete,Program,Protected_5,Next_Fall_Not_Discontinued,Four_Year_Not_Discontinued,Four_Year_Completed,Six_Year_Completed
3568,2013-14,White,Female,0,12.50000266,0,Not an Athlete,Cinematic Arts,82,1,1,1,1
3569,2013-14,White,Male,0,12.50000266,0,Not an Athlete,Chemistry,85,1,1,1,1
3570,2013-14,White,Female,0,12.50000266,0,Not an Athlete,Undeclared,83,0,0,0,0
3571,2013-14,White,Male,0,12.50000266,0,Not an Athlete,Biology,64,1,1,1,1
3572,2013-14,Asian,Male,0,12.50000266,0,Not an Athlete,Engineering,70,1,0,0,0
3573,2013-14,White,Male,0,12.50000266,0,Two or more sports,Business,29,1,1,1,1
3574,2013-14,White,Male,0,12.50000266,0,Not an Athlete,Business,51,1,1,1,1
3575,2013-14,White,Male,0,12.50000266,0,Track (Outdoor),Business,36,1,1,0,1
3576,2010-11,White,Male,0,9.6152053,0,Two or more sports,Engineering,94,1,0,0,0
3577,2010-11,White,Female,1,0,1,Not an Athlete,English,77,1,1,1,1
3578,2010-11,White,Female,0,8.531293316,1,Not an Athlete,Health & Human Performance,62,1,1,1,1
3579,2010-11,White,Female,0,7.254177846,1,Not an Athlete,Biblical Studies,33,1,1,1,1
3580,2010-11,Black or African American,Female,0,0,1,Softball,Sociology,22,0,0,0,0
3581,2010-11,Two or more races,Male,1,6.695798917,1,Not an Athlete,Engineering,90,1,1,1,1
3582,2010-11,White,Female,0,10.17045658,0,Not an Athlete,Art & Design,99,0,0,0,0
3583,2010-11,White,Female,0,10.09472755,0,Not an Athlete,Health & Human Performance,94,1,1,1,1
3584,2010-11,White,Male,0,8.363808885,1,Soccer,Undeclared,47,0,0,0,0
3585,2010-11,White,Male,1,0,1,Not an Athlete,Psychology,98,1,0,0,0
3586,2010-11,White,Female,0,7.776115477,1,Not an Athlete,Art & Design,99,1,1,0,1
3587,2010-11,White,Male,0,11.23157,0,Not an Athlete,Psychology,99,1,0,0,0
3588,2010-11,White,Female,0,0,1,Not an Athlete,Nursing,67,1,1,0,0
3589,2010-11,White,Female,0,0,1,Not an Athlete,International Studies,11,1,0,0,0
3590,2010-11,White,Female,1,8.899321434,0,Not an Athlete,Business,57,1,1,1,1
3591,2010-11,Unknown Race and Ethnicity,Female,0,8.68270763,1,Not an Athlete,Biology,93,1,1,1,1
3592,2010-11,White,Female,0,9.259701802,0,Not an Athlete,Cinematic Arts,99,1,1,1,1
3593,2010-11,White,Female,0,9.772866207,0,Not an Athlete,English,97,1,1,1,1
3594,2010-11,White,Male,0,10.84018857,0,Not an Athlete,Business,74,1,1,1,1
3595,2010-11,White,Female,0,11.30781828,0,Not an Athlete,Psychology,99,1,1,1,1
3596,2010-11,White,Male,0,10.25527055,0,Track (Outdoor),Cinematic Arts,51,1,1,1,1
3597,2010-11,White,Male,1,0,1,Not an Athlete,Art & Design,62,1,1,1,1
3598,2010-11,Asian,Male,0,5.365976015,1,Not an Athlete,Music,95,1,1,1,1
3599,2010-11,White,Male,0,5.620400866,1,Two or more sports,Engineering,96,1,1,1,1
3600,2010-11,White,Female,1,9.927545818,0,Track (Outdoor),Undeclared,57,1,1,1,1
3601,2010-11,White,Male,1,9.582110804,0,Not an Athlete,Art & Design,74,1,1,0,0
3602,2010-11,White,Female,0,6.767343125,1,Not an Athlete,Engineering,87,1,0,0,0
3603,2010-11,White,Male,0,9.851299121,0,Not an Athlete,Engineering,97,1,1,1,1
3604,2010-11,White,Female,1,7.370230642,1,Not an Athlete,Undeclared,94,1,1,1,1
3605,2010-11,White,Female,0,6.971668605,1,Not an Athlete,Athletic Training,62,1,1,1,1
3606,2010-11,Hispanic,Female,0,10.36454503,0,Not an Athlete,Nursing,55,1,1,1,1
3607,2010-11,White,Female,0,8.196436811,1,Not an Athlete,Biology,74,1,0,0,0
3608,2010-11,White,Female,1,0,1,Not an Athlete,Psychology,93,1,1,1,1
3609,2010-11,White,Female,0,0,1,Not an Athlete,History,76,1,1,1,1
3610,2010-11,White,Female,0,9.997296606,0,Not an Athlete,English,90,1,0,0,0
3611,2010-11,Two or more races,Female,1,7.43543802,1,Not an Athlete,Business,81,1,1,1,1
3612,2010-11,Unknown Race and Ethnicity,Female,0,7.122059882,1,Not an Athlete,Undeclared,97,1,1,1,1
3613,2010-11,White,Male,0,10.28653662,0,Not an Athlete,Engineering,83,1,1,1,1
3614,2010-11,White,Male,0,6.84694314,1,Baseball,Health & Human Performance,65,1,1,1,1
3615,2010-11,Hispanic,Male,1,7.01571242,1,Two or more sports,Athletic Training,60,1,0,0,0
3616,2010-11,White,Male,0,2.995732274,1,Not an Athlete,Biology,95,1,1,1,1
3617,2010-11,Unknown Race and Ethnicity,Female,0,11.05962948,0,Not an Athlete,Biblical Studies,59,1,0,0,0
3618,2010-11,White,Male,0,10.99832606,0,Not an Athlete,Engineering,98,1,1,1,1
3619,2010-11,White,Female,0,8.278174291,1,Not an Athlete,Nursing,93,1,1,1,1
3620,2010-11,White,Female,1,11.51291546,0,Not an Athlete,Undergrad Teacher Education,95,0,0,0,0
3621,2010-11,White,Female,0,9.123910644,0,Not an Athlete,Mathematics,87,0,0,0,0
3622,2010-11,Hispanic,Female,0,0,1,Not an Athlete,Art & Design,46,1,1,1,1
3623,2010-11,Hispanic,Male,1,0,1,Not an Athlete,Biology,69,1,1,0,0
3624,2010-11,White,Male,0,9.015055149,0,Not an Athlete,Engineering,89,1,1,1,1
3625,2010-11,White,Female,0,9.849348106,0,Not an Athlete,Undeclared,74,1,0,0,0
3626,2010-11,Hispanic,Female,1,10.48209331,0,Not an Athlete,Psychology,62,0,0,0,0
3627,2010-11,White,Female,0,8.497602542,1,Not an Athlete,Nursing,69,0,0,0,0
3628,2010-11,Hispanic,Male,1,5.365976015,1,Track (Outdoor),Engineering,40,1,1,1,1
3629,2010-11,White,Male,0,8.541300267,1,Tennis,Chemistry,69,0,0,0,0
3630,2010-11,Asian,Male,0,12.50000266,0,Not an Athlete,Undeclared,68,1,1,0,1
3631,2010-11,White,Female,0,12.50000266,0,Not an Athlete,Psychology,95,1,1,1,1
3632,2010-11,White,Male,0,12.50000266,0,Not an Athlete,English,65,0,0,0,0
3633,2010-11,White,Female,0,12.50000266,0,Not an Athlete,Nursing,40,1,1,0,0
3634,2010-11,White,Female,0,12.50000266,0,Not an Athlete,Biblical Studies,25,1,1,1,1
3635,2010-11,White,Female,0,12.50000266,0,Not an Athlete,Undeclared,48,0,0,0,0
3636,2011-12,White,Male,0,9.075665469,0,Not an Athlete,Engineering,36,0,0,0,0
3637,2011-12,White,Female,0,10.54054046,0,Track (Outdoor),Nursing,40,1,1,1,1
3638,2011-12,White,Female,0,9.644911105,0,Not an Athlete,Health & Human Performance,97,1,1,0,1
3639,2011-12,White,Female,0,8.537191878,1,Not an Athlete,Sociology,78,1,1,1,1
3640,2011-12,White,Female,0,0,1,Not an Athlete,Health & Human Performance,5,0,0,0,0
3641,2011-12,White,Female,0,9.282847063,0,Not an Athlete,Mathematics,99,1,1,1,1
3642,2011-12,Hispanic,Female,1,6.077642243,1,Not an Athlete,History,90,1,1,1,1
3643,2011-12,White,Female,0,7.017506143,1,Not an Athlete,Nursing,92,1,1,1,1
3644,2011-12,Hispanic,Female,0,8.887376485,0,Not an Athlete,Undergrad Teacher Education,77,0,0,0,0
3645,2011-12,White,Female,1,0,1,Not an Athlete,Psychology,93,1,1,1,1
3646,2011-12,White,Male,0,8.222016437,1,Not an Athlete,Biology,83,1,1,1,1
3647,2011-12,White,Female,0,8.041412909,1,Not an Athlete,Biology,86,1,1,1,1
3648,2011-12,White,Male,1,8.173857455,1,Baseball,Engineering,62,1,1,1,1
3649,2011-12,White,Female,1,4.65396035,1,Soccer,Health & Human Performance,74,1,1,1,1
3650,2011-12,White,Female,0,8.237743804,1,Not an Athlete,Undeclared,68,1,0,0,0
3651,2011-12,White,Male,0,9.840654243,0,Not an Athlete,Engineering,89,1,1,1,1
3652,2011-12,White,Female,0,10.51281825,0,Not an Athlete,Biblical Studies,62,1,0,0,0
3653,2011-12,White,Female,1,9.807472124,0,Not an Athlete,Athletic Training,87,1,0,0,0
3654,2011-12,White,Female,0,10.86435004,0,Basketball,Business,91,1,1,1,1
3655,2011-12,White,Female,0,7.204149292,1,Not an Athlete,Communication,72,1,1,1,1
3656,2011-12,White,Male,0,9.658801111,0,Not an Athlete,Cinematic Arts,94,1,1,1,1
3657,2011-12,White,Male,0,11.51291546,0,Not an Athlete,Biblical Studies,98,1,0,0,0
3658,2011-12,Two or more races,Male,0,9.300820725,0,Not an Athlete,Cinematic Arts,87,1,1,1,1
3659,2011-12,White,Female,0,10.40399008,0,Not an Athlete,Biblical Studies,44,1,1,1,1
3660,2011-12,White,Female,0,8.033009499,1,Not an Athlete,Undergrad Teacher Education,40,1,0,0,0
3661,2011-12,White,Female,0,0,1,Not an Athlete,Art & Design,90,1,1,1,1
3662,2011-12,White,Female,0,7.552237288,1,Not an Athlete,Undergrad Teacher Education,84,1,1,1,1
3663,2011-12,White,Male,0,11.44034402,0,Not an Athlete,Cinematic Arts,68,1,1,1,1
3664,2011-12,White,Female,0,9.270400128,0,Not an Athlete,International Studies,88,1,1,1,1
3665,2011-12,White,Male,1,9.251002354,0,Not an Athlete,Business,93,1,1,1,1
3666,2011-12,White,Female,0,11.17524049,0,Golf,Nursing,62,1,1,1,1
3667,2011-12,White,Female,0,11.28790515,0,Not an Athlete,Theatre,53,1,1,1,1
3668,2011-12,Two or more races,Male,0,11.1088444,0,Not an Athlete,Engineering,87,1,1,1,1
3669,2011-12,White,Female,0,9.911406118,0,Not an Athlete,Undeclared,83,1,1,1,1
3670,2011-12,White,Male,0,9.560645069,0,Not an Athlete,Cinematic Arts,94,1,1,1,1
3671,2011-12,White,Male,0,8.783242964,0,Baseball,Chemistry,99,1,1,1,1
3672,2011-12,White,Male,0,9.678529857,0,Not an Athlete,Cinematic Arts,59,0,0,0,0
3673,2011-12,White,Female,1,0,1,Not an Athlete,Undeclared,78,1,1,1,1
3674,2011-12,White,Female,1,8.706655856,0,Not an Athlete,Art & Design,67,1,0,0,0
3675,2011-12,Two or more races,Female,0,9.622118842,0,Volleyball,Art & Design,91,1,1,1,1
3676,2011-12,White,Female,1,9.318117964,0,Golf,Art & Design,89,1,1,1,1
3677,2011-12,White,Female,1,11.48036095,0,Not an Athlete,Psychology,99,1,1,1,1
3678,2011-12,White,Female,0,6.997595983,1,Not an Athlete,Undergrad Teacher Education,91,1,1,1,1
3679,2011-12,Asian,Male,0,11.51291546,0,Not an Athlete,Cinematic Arts,76,1,1,1,1
3680,2011-12,Two or more races,Male,0,9.5451684,0,Not an Athlete,Engineering,85,1,1,0,1
3681,2011-12,White,Male,0,9.798682438,0,Soccer,Undeclared,29,0,0,0,0
3682,2011-12,White,Female,0,7.505492275,1,Not an Athlete,Athletic Training,83,1,0,0,0
3683,2011-12,White,Female,0,8.305731145,1,Volleyball,Spanish,91,1,1,1,1
3684,2011-12,White,Male,0,9.272093768,0,Not an Athlete,Engineering,94,1,1,0,1
3685,2011-12,White,Male,1,0,1,Not an Athlete,Health & Human Performance,73,1,1,1,1
3686,2011-12,Black or African American,Female,1,0,1,Not an Athlete,Art & Design,67,1,1,1,1
3687,2011-12,White,Male,0,9.737137765,0,Not an Athlete,Undeclared,83,0,0,0,0
3688,2011-12,Hispanic,Male,0,10.50317534,0,Cross Country,Business,62,1,1,1,1
3689,2011-12,Hispanic,Male,0,10.50317534,0,Cross Country,Psychology,62,1,1,1,1
3690,2011-12,White,Male,0,10.46009883,0,Not an Athlete,Biology,74,0,0,0,0
3691,2011-12,White,Female,0,0,1,Not an Athlete,Biblical Studies,74,1,1,1,1
3692,2011-12,White,Female,0,10.6625161,0,Not an Athlete,Psychology,81,1,1,1,1
3693,2011-12,White,Female,0,9.516132464,0,Not an Athlete,Biology,70,1,1,1,1
3694,2011-12,White,Male,0,9.381685238,0,Not an Athlete,Business,48,1,1,1,1
3695,2011-12,White,Female,0,7.739359203,1,Not an Athlete,Spanish,95,0,0,0,0
3696,2011-12,White,Female,1,0,1,Not an Athlete,Psychology,51,1,0,0,0
3697,2011-12,White,Female,0,9.656883442,0,Not an Athlete,Cinematic Arts,99,1,1,1,1
3698,2011-12,White,Male,0,9.204221691,0,Not an Athlete,Art & Design,65,1,0,0,0
3699,2011-12,White,Male,0,8.926783114,0,Soccer,Business,59,1,1,1,1
3700,2011-12,American Indian or Alaskan Native,Female,0,8.713417653,0,Not an Athlete,Nursing,33,1,1,1,1
3701,2011-12,Hispanic,Male,1,9.104424146,0,Not an Athlete,Psychology,62,1,1,1,1
3702,2011-12,White,Female,0,9.150059441,0,Not an Athlete,Undeclared,34,1,1,1,1
3703,2011-12,White,Female,0,9.298534383,0,Not an Athlete,Business,69,1,1,1,1
3704,2011-12,White,Female,0,8.269756948,1,Not an Athlete,Music,57,0,0,0,0
3705,2011-12,Hispanic,Male,1,0,1,Not an Athlete,Nursing,28,1,1,1,1
3706,2011-12,Hispanic,Male,1,8.377241231,1,Not an Athlete,History,20,1,1,1,1
3707,2011-12,White,Male,0,8.458079927,1,Not an Athlete,Engineering,89,1,1,1,1
3708,2011-12,White,Female,1,9.458839731,0,Not an Athlete,Sociology,69,1,0,0,0
3709,2011-12,White,Male,0,6.651571874,1,Not an Athlete,Cinematic Arts,84,1,1,1,1
3710,2011-12,Hispanic,Male,1,0,1,Not an Athlete,Computer Science,48,0,0,0,0
3711,2011-12,Two or more races,Male,0,1.609437912,1,Not an Athlete,International Studies,74,1,1,1,1
3712,2011-12,Unknown Race and Ethnicity,Female,0,7.609366538,1,Soccer,Undergrad Teacher Education,69,1,1,1,1
3713,2011-12,Asian,Male,0,0,1,Not an Athlete,Nursing,44,0,0,0,0
3714,2011-12,American Indian or Alaskan Native,Male,0,8.814033202,0,Golf,Art & Design,44,1,1,1,1
3715,2011-12,White,Female,0,0,1,Not an Athlete,Undeclared,29,0,0,0,0
3716,2011-12,White,Female,0,12.50000266,0,Not an Athlete,Undergrad Teacher Education,68,1,0,0,0
3717,2011-12,White,Female,0,12.50000266,0,Tennis,Athletic Training,47,1,1,1,1
3718,2014-15,White,Female,0,11.35269803,0,Not an Athlete,Psychology,99,1,1,1,1
3719,2014-15,White,Male,0,11.31955914,0,Not an Athlete,Engineering,85,1,0,0,0
3720,2014-15,White,Female,0,10.11593409,0,Not an Athlete,Honors Program,88,1,1,1,1
3721,2014-15,White,Female,0,9.616671771,0,Not an Athlete,English,76,0,0,0,0
3722,2014-15,Two or more races,Female,1,12.63148416,0,Not an Athlete,Nursing,67,0,0,0,0
3723,2014-15,Two or more races,Female,0,8.168486417,1,Not an Athlete,Athletic Training,91,1,1,1,1
3724,2014-15,White,Male,0,8.026170195,1,Not an Athlete,Psychology,87,1,1,1,1
3725,2014-15,White,Female,0,10.42898502,0,Not an Athlete,Undergrad Teacher Education,59,1,1,1,1
3726,2014-15,White,Female,0,10.14340956,0,Not an Athlete,Nursing,72,1,0,0,0
3727,2014-15,Hispanic,Male,0,7.64921632,1,Not an Athlete,History,84,1,1,1,1
3728,2014-15,White,Female,0,9.372459221,0,Not an Athlete,Business,83,1,1,1,1
3729,2014-15,White,Female,1,8.593413217,0,Not an Athlete,Health & Human Performance,67,1,1,1,1
3730,2014-15,Hispanic,Female,0,0,1,Not an Athlete,Undergrad Social Work,76,1,1,1,1
3731,2014-15,White,Male,0,10.07991678,0,Not an Athlete,Engineering,85,1,1,1,1
3732,2014-15,White,Male,0,10.97412894,0,Baseball,Undeclared,72,1,1,1,1
3733,2014-15,White,Female,0,10.92307467,0,Basketball,Biology,93,1,1,1,1
3734,2014-15,White,Male,0,0,1,Not an Athlete,Honors Program,93,1,1,1,1
3735,2014-15,Hispanic,Female,1,8.744169389,0,Not an Athlete,Sociology,33,0,0,0,0
3736,2014-15,Two or more races,Female,0,0,1,Basketball,Athletic Training,79,1,1,1,1
3737,2014-15,White,Female,0,9.653550746,0,Softball,Nursing,49,1,0,0,0
3738,2014-15,White,Female,0,0,1,Not an Athlete,Art & Design,72,1,1,1,1
3739,2014-15,White,Female,0,0,1,Not an Athlete,International Studies,72,1,1,1,1
3740,2014-15,Hispanic,Female,0,8.907612341,0,Lacrosse,Undeclared,65,1,1,1,1
3741,2014-15,Two or more races,Male,0,10.26154654,0,Not an Athlete,Honors Program,94,1,0,0,0
3742,2014-15,Two or more races,Female,0,8.050703381,1,Not an Athlete,History,79,1,0,0,0
3743,2014-15,White,Male,0,9.242129694,0,Not an Athlete,Engineering,87,1,1,1,1
3744,2014-15,White,Male,1,6.854354502,1,Not an Athlete,Biology,26,0,0,0,0
3745,2014-15,White,Female,0,3.688879454,1,Not an Athlete,Undeclared,83,1,1,1,1
3746,2014-15,White,Female,0,8.936035097,0,Not an Athlete,Cinematic Arts,11,1,1,1,1
3747,2014-15,White,Female,1,10.74787404,0,Soccer,Biology,47,1,1,1,1
3748,2014-15,White,Male,1,9.313979407,0,Not an Athlete,Engineering,91,1,1,1,1
3749,2014-15,White,Male,0,9.500918248,0,Football,Undeclared,31,0,0,0,0
3750,2014-15,White,Male,0,9.523909465,0,Not an Athlete,Biblical Studies,99,1,0,0,0
3751,2014-15,Asian,Male,0,9.754987544,0,Not an Athlete,Business,89,1,1,1,1
3752,2014-15,White,Female,0,5.010635294,1,Not an Athlete,Biology,99,1,1,1,1
3753,2014-15,White,Male,0,13.17097829,0,Not an Athlete,Biology,51,1,1,1,1
3754,2014-15,White,Female,0,10.38557414,0,Not an Athlete,Art & Design,79,1,0,0,0
3755,2014-15,White,Male,0,9.344696424,0,Football,Undergrad Teacher Education,50,0,0,0,0
3756,2014-15,White,Male,0,10.5736987,0,Not an Athlete,Business,47,1,1,1,1
3757,2014-15,White,Male,1,9.782505656,0,Not an Athlete,Engineering,83,1,0,0,0
3758,2014-15,White,Male,0,10.67431311,0,Not an Athlete,Health & Human Performance,15,1,1,0,1
3759,2014-15,White,Female,1,8.939449862,0,Not an Athlete,Nursing,57,1,0,0,0
3760,2014-15,Hispanic,Female,1,5.624017506,1,Not an Athlete,Business,43,1,0,0,0
3761,2014-15,Asian,Male,0,10.75209884,0,Not an Athlete,Undeclared,84,1,1,1,1
3762,2014-15,White,Male,0,7.288244401,1,Not an Athlete,Undeclared,76,1,1,1,1
3763,2014-15,White,Male,1,8.763584409,0,Not an Athlete,Engineering,89,1,1,1,1
3764,2014-15,Unknown Race and Ethnicity,Female,0,4.189654742,1,Not an Athlete,Honors Program,86,0,0,0,0
3765,2014-15,White,Male,0,8.149023868,1,Football,Health & Human Performance,76,0,0,0,0
3766,2014-15,White,Male,0,10.7499136,0,Not an Athlete,Business,57,1,1,1,1
3767,2014-15,White,Male,1,8.068716193,1,Football,Athletic Training,29,0,0,0,0
3768,2014-15,Two or more races,Female,1,9.403766709,0,Not an Athlete,Engineering,95,1,1,1,1
3769,2014-15,White,Female,0,9.694000328,0,Not an Athlete,English,81,1,1,0,1
3770,2014-15,White,Male,0,2.708050201,1,Not an Athlete,Nursing,20,1,0,0,0
3771,2014-15,Hispanic,Female,1,9.088624613,0,Not an Athlete,Communication,78,1,1,1,1
3772,2014-15,White,Male,0,8.79527937,0,Not an Athlete,Business,79,1,1,1,1
3773,2014-15,Hispanic,Female,0,5.991464547,1,Not an Athlete,International Studies,98,1,1,1,1
3774,2014-15,White,Male,0,5.075173815,1,Not an Athlete,Undeclared,67,0,0,0,0
3775,2014-15,White,Male,0,10.04797743,0,Not an Athlete,Engineering,97,1,1,0,1
3776,2014-15,Black or African American,Female,0,5.541263545,1,Not an Athlete,Engineering,69,1,1,1,1
3777,2014-15,White,Female,0,9.305923242,0,Not an Athlete,Biology,84,1,1,1,1
3778,2014-15,White,Female,0,10.75807308,0,Not an Athlete,Nursing,68,1,1,1,1
3779,2014-15,Asian,Male,1,3.828641396,1,Tennis,Undeclared,43,0,0,0,0
3780,2014-15,Hispanic,Male,0,12.61291347,0,Not an Athlete,Computer Science,81,1,0,0,0
3781,2014-15,White,Female,0,1.791759469,1,Not an Athlete,Communication,96,1,1,1,1
3782,2014-15,White,Male,1,9.966039727,0,Football,Engineering,69,1,1,1,1
3783,2014-15,White,Female,0,5.717027701,1,Not an Athlete,Biology,69,1,0,0,0
3784,2014-15,White,Female,0,9.859065335,0,Not an Athlete,Cinematic Arts,31,1,1,1,1
3785,2014-15,White,Male,0,9.362374528,0,Football,Undeclared,79,1,1,1,1
3786,2014-15,White,Male,0,10.43146524,0,Not an Athlete,Engineering,87,1,1,1,1
3787,2014-15,Asian,Male,1,8.286017468,1,Not an Athlete,Business,31,1,1,1,1
3788,2014-15,White,Male,0,10.19256865,0,Basketball,Engineering,65,1,1,1,1
3789,2014-15,Hispanic,Male,0,7.897668151,1,Soccer,Engineering,84,0,0,0,0
3790,2014-15,White,Female,0,10.72031148,0,Volleyball,Psychology,20,0,0,0,0
3791,2014-15,White,Male,0,9.321881747,0,Not an Athlete,Health & Human Performance,44,1,0,0,0
3792,2014-15,White,Male,0,0,1,Football,Business,62,1,1,0,1
3793,2014-15,White,Male,1,8.280711076,1,Not an Athlete,Computer Science,68,1,1,1,1
3794,2014-15,White,Male,0,11.22837183,0,Baseball,Undeclared,69,1,0,0,0
3795,2014-15,White,Female,0,10.53712355,0,Not an Athlete,Undeclared,78,1,0,0,0
3796,2014-15,White,Male,0,12.50000266,0,Football,Business,10,1,0,0,0
3797,2014-15,White,Male,0,12.50000266,0,Not an Athlete,Engineering,83,1,1,1,1
3798,2014-15,White,Female,0,12.50000266,0,Not an Athlete,Undeclared,15,1,1,1,1
3799,2014-15,White,Male,0,12.50000266,0,Two or more sports,History,99,1,1,1,1
3800,2015-16,White,Male,0,9.809451561,0,Football,Biology,60,1,1,0,0
3801,2015-16,White,Female,1,9.493035028,0,Not an Athlete,Art & Design,50,1,0,0,0
3802,2015-16,White,Male,0,9.705036614,0,Not an Athlete,Psychology,78,1,1,1,0
3803,2015-16,White,Female,0,10.54128057,0,Not an Athlete,Nursing,67,1,1,1,0
3804,2015-16,White,Male,0,9.183071945,0,Not an Athlete,Engineering,33,1,1,0,0
3805,2015-16,White,Female,0,8.829226355,0,Two or more sports,Undeclared,26,1,1,1,0
3806,2015-16,White,Female,0,11.68598762,0,Not an Athlete,Undergrad Teacher Education,95,1,1,1,0
3807,2015-16,Two or more races,Female,0,8.080237416,1,Not an Athlete,Biology,83,1,1,1,0
3808,2015-16,White,Male,0,9.663452134,0,Not an Athlete,Biology,89,1,1,1,0
3809,2015-16,White,Female,0,12.73656853,0,Not an Athlete,Honors Program,92,1,1,1,0
3810,2015-16,White,Female,0,8.733432966,0,Not an Athlete,Psychology,72,0,0,0,0
3811,2015-16,White,Male,0,10.61162186,0,Not an Athlete,Business,84,1,0,0,0
3812,2015-16,Two or more races,Male,0,10.32790525,0,Not an Athlete,Biology,75,1,0,0,0
3813,2015-16,White,Male,0,9.344346652,0,Two or more sports,Engineering,74,1,0,0,0
3814,2015-16,Two or more races,Female,0,9.76117486,0,Not an Athlete,Music,89,1,1,1,0
3815,2015-16,White,Female,0,9.056489647,0,Not an Athlete,Health & Human Performance,68,1,1,1,0
3816,2015-16,White,Male,0,10.3291147,0,Not an Athlete,Honors Program,99,1,1,1,0
3817,2015-16,White,Male,0,10.3291147,0,Not an Athlete,Biblical Studies,99,1,1,1,0
3818,2015-16,White,Female,0,8.765302489,0,Not an Athlete,Health & Human Performance,79,0,0,0,0
3819,2015-16,White,Female,0,7.864419905,1,Not an Athlete,Nursing,31,0,0,0,0
3820,2015-16,White,Female,0,10.56374991,0,Not an Athlete,Undergrad Teacher Education,76,1,1,1,0
3821,2015-16,White,Male,0,10.03394548,0,Not an Athlete,Engineering,93,1,1,0,0
3822,2015-16,Hispanic,Female,1,0,1,Not an Athlete,Biology,43,1,1,1,0
3823,2015-16,Native Hawaiian or Other Pacific Islander,Male,0,8.678120856,0,Football,Undeclared,29,1,1,0,0
3824,2015-16,Two or more races,Female,0,0,1,Not an Athlete,Art & Design,50,1,1,1,0
3825,2015-16,White,Female,0,10.94056126,0,Not an Athlete,Honors Program,99,1,1,1,0
3826,2015-16,White,Female,1,8.34188697,1,Not an Athlete,Nursing,26,1,1,0,0
3827,2015-16,White,Male,0,8.555836815,1,Football,Biology,65,1,1,1,0
3828,2015-16,White,Female,1,8.428580533,1,Not an Athlete,Sociology,83,1,1,0,0
3829,2015-16,White,Female,0,10.53852881,0,Not an Athlete,Biology,47,0,0,0,0
3830,2015-16,Hispanic,Female,0,8.004699511,1,Not an Athlete,Psychology,36,1,1,0,0
3831,2015-16,Hispanic,Female,0,8.004699511,1,Not an Athlete,Spanish,36,1,1,0,0
3832,2015-16,White,Male,0,10.05843791,0,Not an Athlete,Engineering,92,1,1,1,0
3833,2015-16,Hispanic,Female,0,5.828945618,1,Not an Athlete,Honors Program,96,1,1,1,0
3834,2015-16,White,Male,0,8.051978079,1,Not an Athlete,Engineering,83,1,1,1,0
3835,2015-16,White,Male,1,9.898022647,0,Not an Athlete,Undeclared,76,1,1,1,0
3836,2015-16,Asian,Female,0,0,1,Not an Athlete,Health & Human Performance,44,1,1,1,0
3837,2015-16,White,Female,0,11.72152374,0,Not an Athlete,Honors Program,92,1,1,1,0
3838,2015-16,Two or more races,Male,1,0,1,Not an Athlete,Engineering,99,1,1,1,0
3839,2015-16,Hispanic,Female,1,8.209852481,1,Not an Athlete,Computer Science,68,0,0,0,0
3840,2015-16,White,Male,0,10.27159687,0,Not an Athlete,Mathematics,96,0,0,0,0
3841,2015-16,Hispanic,Male,1,9.823090615,0,Not an Athlete,Engineering,47,1,1,0,0
3842,2015-16,Black or African American,Female,1,0,1,Not an Athlete,Nursing,40,1,1,1,0
3843,2015-16,White,Female,0,9.961756461,0,Tennis,Undergrad Teacher Education,70,1,1,1,0
3844,2015-16,White,Female,0,0,1,Not an Athlete,English,98,1,1,1,0
3845,2015-16,Two or more races,Male,0,7.780303088,1,Not an Athlete,Sociology,30,1,0,0,0
3846,2015-16,Two or more races,Female,0,8.51398806,1,Not an Athlete,Communication,99,1,1,1,0
3847,2015-16,White,Female,0,7.109879463,1,Two or more sports,International Studies,90,1,1,0,0
3848,2015-16,White,Male,0,9.067393363,0,Not an Athlete,History,96,1,1,1,0
3849,2015-16,White,Male,0,9.067393363,0,Not an Athlete,Music,96,1,1,1,0
3850,2015-16,White,Male,0,8.156223323,1,Not an Athlete,Computer Science,98,1,1,1,0
3851,2015-16,White,Male,0,9.651815918,0,Not an Athlete,Engineering,99,1,1,1,0
3852,2015-16,White,Female,0,9.443513459,0,Not an Athlete,Health & Human Performance,70,1,0,0,0
3853,2015-16,Hispanic,Female,0,5.568344504,1,Not an Athlete,Health & Human Performance,33,1,1,0,0
3854,2015-16,White,Male,0,9.746716777,0,Not an Athlete,Undergrad Teacher Education,49,1,1,1,0
3855,2015-16,Hispanic,Male,0,4.812184355,1,Not an Athlete,Business,51,1,1,1,0
3856,2015-16,White,Male,0,11.10944339,0,Not an Athlete,Honors Program,81,1,1,1,0
3857,2015-16,White,Female,0,11.61744763,0,Two or more sports,Athletic Training,68,1,1,1,0
3858,2015-16,White,Female,0,10.02959143,0,Not an Athlete,Art & Design,68,1,1,1,0
3859,2015-16,Hispanic,Female,1,10.24103064,0,Not an Athlete,Nursing,68,1,1,1,0
3860,2015-16,White,Male,0,9.410583703,0,Not an Athlete,Communication,73,0,0,0,0
3861,2015-16,Two or more races,Female,0,5.252273428,1,Not an Athlete,Health & Human Performance,34,0,0,0,0
3862,2015-16,Black or African American,Female,0,0,1,Not an Athlete,Biology,62,1,1,1,0
3863,2015-16,White,Female,0,0,1,Not an Athlete,Health & Human Performance,62,1,1,0,0
